GEO_ID,NAME,S1902_C01_001E
0500000US26125,"Oakland County, Michigan",482101
0500000US26139,"Ottawa County, Michigan",94059
0500000US26145,"Saginaw County, Michigan",76342
0500000US26147,"St. Clair County, Michigan",62965
0500000US26155,"Shiawassee County, Michigan",27333
0500000US26159,"Van Buren County, Michigan",28011
0500000US26161,"Washtenaw County, Michigan",134459
0500000US26163,"Wayne County, Michigan",664288
0500000US27003,"Anoka County, Minnesota",122420
0500000US27019,"Carver County, Minnesota",33574
0500000US27037,"Dakota County, Minnesota",152289
0500000US27053,"Hennepin County, Minnesota",477055
0500000US27109,"Olmsted County, Minnesota",57518
0500000US27123,"Ramsey County, Minnesota",204612
0500000US27137,"St. Louis County, Minnesota",82822
0500000US27139,"Scott County, Minnesota",46357
0500000US27141,"Sherburne County, Minnesota",30681
0500000US27145,"Stearns County, Minnesota",56416
0500000US27163,"Washington County, Minnesota",89554
0500000US27171,"Wright County, Minnesota",44851
0500000US28033,"DeSoto County, Mississippi",57703
0500000US28035,"Forrest County, Mississippi",27845
0500000US28047,"Harrison County, Mississippi",72256
0500000US28049,"Hinds County, Mississippi",87927
0500000US28059,"Jackson County, Mississippi",51401
0500000US28067,"Jones County, Mississippi",25042
0500000US28075,"Lauderdale County, Mississippi",28838
0500000US28081,"Lee County, Mississippi",32141
0500000US28089,"Madison County, Mississippi",36315
0500000US28121,"Rankin County, Mississippi",53147
0500000US29019,"Boone County, Missouri",63516
0500000US29021,"Buchanan County, Missouri",32369
0500000US29031,"Cape Girardeau County, Missouri",29160
0500000US29037,"Cass County, Missouri",37574
0500000US29043,"Christian County, Missouri",29610
0500000US29047,"Clay County, Missouri",87469
0500000US29051,"Cole County, Missouri",29259
0500000US29071,"Franklin County, Missouri",39472
0500000US29077,"Greene County, Missouri",115109
0500000US29095,"Jackson County, Missouri",267250
0500000US29097,"Jasper County, Missouri",44789
0500000US29099,"Jefferson County, Missouri",82225
0500000US29165,"Platte County, Missouri",37270
0500000US29183,"St. Charles County, Missouri",134778
0500000US29187,"St. Francois County, Missouri",25194
0500000US29189,"St. Louis County, Missouri",402341
0500000US29510,"St. Louis city, Missouri",134193
0500000US30013,"Cascade County, Montana",32187
0500000US30029,"Flathead County, Montana",37597
0500000US30031,"Gallatin County, Montana",37196
0500000US30063,"Missoula County, Montana",45680
0500000US30111,"Yellowstone County, Montana",59276
0500000US31055,"Douglas County, Nebraska",201124
0500000US31109,"Lancaster County, Nebraska",114736
0500000US31153,"Sarpy County, Nebraska",59582
0500000US32003,"Clark County, Nevada",696834
0500000US32031,"Washoe County, Nevada",160736
0500000US33005,"Cheshire County, New Hampshire",30565
0500000US33009,"Grafton County, New Hampshire",33906
0500000US33011,"Hillsborough County, New Hampshire",153186
0500000US33013,"Merrimack County, New Hampshire",57535
0500000US33015,"Rockingham County, New Hampshire",117085
0500000US33017,"Strafford County, New Hampshire",44337
0500000US34001,"Atlantic County, New Jersey",99762
0500000US34003,"Bergen County, New Jersey",329544
0500000US34005,"Burlington County, New Jersey",164760
0500000US34007,"Camden County, New Jersey",185691
0500000US34009,"Cape May County, New Jersey",41082
0500000US34011,"Cumberland County, New Jersey",49716
0500000US34013,"Essex County, New Jersey",273399
0500000US34015,"Gloucester County, New Jersey",103725
0500000US34017,"Hudson County, New Jersey",243850
0500000US34019,"Hunterdon County, New Jersey",46741
0500000US34021,"Mercer County, New Jersey",130756
0500000US34023,"Middlesex County, New Jersey",278920
0500000US34025,"Monmouth County, New Jersey",231198
0500000US34027,"Morris County, New Jersey",182745
0500000US34029,"Ocean County, New Jersey",222079
0500000US34031,"Passaic County, New Jersey",163192
0500000US34033,"Salem County, New Jersey",24656
0500000US34035,"Somerset County, New Jersey",114323
0500000US34037,"Sussex County, New Jersey",54746
0500000US34039,"Union County, New Jersey",184598
0500000US34041,"Warren County, New Jersey",42146
0500000US35001,"Bernalillo County, New Mexico",264803
0500000US35005,"Chaves County, New Mexico",23447
0500000US35013,"Do?a Ana County, New Mexico",75078
0500000US35025,"Lea County, New Mexico",20824
0500000US35031,"McKinley County, New Mexico",16949
0500000US35035,"Otero County, New Mexico",25312
0500000US35043,"Sandoval County, New Mexico",47482
0500000US35045,"San Juan County, New Mexico",42224
0500000US35049,"Santa Fe County, New Mexico",60935
0500000US35061,"Valencia County, New Mexico",27481
0500000US36001,"Albany County, New York",122551
0500000US36005,"Bronx County, New York",467138
0500000US36007,"Broome County, New York",79727
0500000US36009,"Cattaraugus County, New York",31938
0500000US36011,"Cayuga County, New York",31533
0500000US36013,"Chautauqua County, New York",56033
0500000US36015,"Chemung County, New York",35644
0500000US36019,"Clinton County, New York",32323
0500000US36027,"Dutchess County, New York",107263
0500000US36029,"Erie County, New York",379687
0500000US36045,"Jefferson County, New York",46322
0500000US36047,"Kings County, New York",901062
0500000US36051,"Livingston County, New York",24342
0500000US36053,"Madison County, New York",26805
0500000US36055,"Monroe County, New York",296558
0500000US36059,"Nassau County, New York",442039
0500000US36061,"New York County, New York",728520
0500000US36063,"Niagara County, New York",87848
0500000US36065,"Oneida County, New York",91133
0500000US36067,"Onondaga County, New York",181113
0500000US36069,"Ontario County, New York",45029
0500000US36071,"Orange County, New York",125643
0500000US36075,"Oswego County, New York",44297
0500000US36079,"Putnam County, New York",35352
0500000US36081,"Queens County, New York",764825
0500000US36083,"Rensselaer County, New York",62712
0500000US36085,"Richmond County, New York",161785
0500000US36087,"Rockland County, New York",98214
0500000US36089,"St. Lawrence County, New York",40937
0500000US36091,"Saratoga County, New York",90230
0500000US36093,"Schenectady County, New York",57691
0500000US36101,"Steuben County, New York",41843
0500000US36103,"Suffolk County, New York",500776
0500000US36105,"Sullivan County, New York",27431
0500000US36109,"Tompkins County, New York",39145
0500000US36111,"Ulster County, New York",69127
0500000US36113,"Warren County, New York",27884
0500000US36117,"Wayne County, New York",36428
0500000US36119,"Westchester County, New York",343481
0500000US37001,"Alamance County, North Carolina",60824
0500000US37019,"Brunswick County, North Carolina",46277
0500000US37021,"Buncombe County, North Carolina",101507
0500000US37023,"Burke County, North Carolina",33685
0500000US37025,"Cabarrus County, North Carolina",65324
0500000US37027,"Caldwell County, North Carolina",32122
0500000US37031,"Carteret County, North Carolina",28071
0500000US37035,"Catawba County, North Carolina",56378
0500000US37045,"Cleveland County, North Carolina",36513
0500000US37049,"Craven County, North Carolina",38592
0500000US37051,"Cumberland County, North Carolina",119402
0500000US37057,"Davidson County, North Carolina",65227
0500000US37063,"Durham County, North Carolina",110908
0500000US37067,"Forsyth County, North Carolina",138511
0500000US37071,"Gaston County, North Carolina",79593
0500000US37081,"Guilford County, North Carolina",197636
0500000US37085,"Harnett County, North Carolina",41582
0500000US37089,"Henderson County, North Carolina",43481
0500000US37097,"Iredell County, North Carolina",59952
0500000US37101,"Johnston County, North Carolina",59933
0500000US37109,"Lincoln County, North Carolina",28730
0500000US37119,"Mecklenburg County, North Carolina",362341
0500000US37125,"Moore County, North Carolina",35673
0500000US37127,"Nash County, North Carolina",36805
0500000US37129,"New Hanover County, North Carolina",87323
0500000US37133,"Onslow County, North Carolina",59806
0500000US37135,"Orange County, North Carolina",51108
0500000US37147,"Pitt County, North Carolina",63322
0500000US37151,"Randolph County, North Carolina",55291
0500000US37155,"Robeson County, North Carolina",44026
0500000US37157,"Rockingham County, North Carolina",38184
0500000US37159,"Rowan County, North Carolina",52767
0500000US37161,"Rutherford County, North Carolina",26944
0500000US37171,"Surry County, North Carolina",30856
0500000US37179,"Union County, North Carolina",65961
0500000US37183,"Wake County, North Carolina",342995
0500000US37191,"Wayne County, North Carolina",48584
0500000US37193,"Wilkes County, North Carolina",27853
0500000US37195,"Wilson County, North Carolina",30750
0500000US38015,"Burleigh County, North Dakota",34483
0500000US38017,"Cass County, North Dakota",65891
0500000US38035,"Grand Forks County, North Dakota",27255
0500000US39003,"Allen County, Ohio",40269
0500000US39007,"Ashtabula County, Ohio",39383
0500000US39013,"Belmont County, Ohio",28113
0500000US39017,"Butler County, Ohio",134773
0500000US39023,"Clark County, Ohio",54573
0500000US39025,"Clermont County, Ohio",74952
0500000US39029,"Columbiana County, Ohio",42430
0500000US39035,"Cuyahoga County, Ohio",533756
0500000US39041,"Delaware County, Ohio",65179
0500000US39043,"Erie County, Ohio",31148
0500000US39045,"Fairfield County, Ohio",55064
0500000US39049,"Franklin County, Ohio",465653
0500000US39055,"Geauga County, Ohio",34808
0500000US39057,"Greene County, Ohio",63516
0500000US39061,"Hamilton County, Ohio",315453
0500000US39063,"Hancock County, Ohio",29732
0500000US39081,"Jefferson County, Ohio",27216
0500000US39085,"Lake County, Ohio",93514
0500000US39089,"Licking County, Ohio",64659
0500000US39093,"Lorain County, Ohio",117308
0500000US39095,"Lucas County, Ohio",177472
0500000US39099,"Mahoning County, Ohio",98065
0500000US39101,"Marion County, Ohio",24654
0500000US39103,"Medina County, Ohio",65393
0500000US39109,"Miami County, Ohio",41299
0500000US39113,"Montgomery County, Ohio",223673
0500000US39119,"Muskingum County, Ohio",34639
0500000US39133,"Portage County, Ohio",59787
0500000US39139,"Richland County, Ohio",48616
0500000US39141,"Ross County, Ohio",28547
0500000US39145,"Scioto County, Ohio",28818
0500000US39151,"Stark County, Ohio",148640
0500000US39153,"Summit County, Ohio",214909
0500000US39155,"Trumbull County, Ohio",86844
0500000US39157,"Tuscarawas County, Ohio",37151
0500000US39165,"Warren County, Ohio",76918
0500000US39169,"Wayne County, Ohio",42635
0500000US39173,"Wood County, Ohio",48953
0500000US40017,"Canadian County, Oklahoma",44115
0500000US40027,"Cleveland County, Oklahoma",94961
0500000US40031,"Comanche County, Oklahoma",44879
0500000US40037,"Creek County, Oklahoma",25413
0500000US40101,"Muskogee County, Oklahoma",26980
0500000US40109,"Oklahoma County, Oklahoma",283195
0500000US40119,"Payne County, Oklahoma",30929
0500000US40125,"Pottawatomie County, Oklahoma",25663
0500000US40131,"Rogers County, Oklahoma",33505
0500000US40143,"Tulsa County, Oklahoma",240278
0500000US40145,"Wagoner County, Oklahoma",26547
0500000US41003,"Benton County, Oregon",33088
0500000US41005,"Clackamas County, Oregon",145971
0500000US41017,"Deschutes County, Oregon",64678
0500000US41019,"Douglas County, Oregon",43401
0500000US41029,"Jackson County, Oregon",84413
0500000US41033,"Josephine County, Oregon",34502
0500000US41035,"Klamath County, Oregon",26507
0500000US41039,"Lane County, Oregon",145781
0500000US41043,"Linn County, Oregon",45399
0500000US41047,"Marion County, Oregon",110822
0500000US41051,"Multnomah County, Oregon",308131
0500000US41053,"Polk County, Oregon",28494
0500000US41059,"Umatilla County, Oregon",26648
0500000US41067,"Washington County, Oregon",202152
0500000US41071,"Yamhill County, Oregon",32678
0500000US42001,"Adams County, Pennsylvania",38006
0500000US42003,"Allegheny County, Pennsylvania",518366
0500000US42005,"Armstrong County, Pennsylvania",28320
0500000US42007,"Beaver County, Pennsylvania",70059
0500000US42011,"Berks County, Pennsylvania",155425
0500000US42013,"Blair County, Pennsylvania",50849
0500000US42017,"Bucks County, Pennsylvania",232208
0500000US42019,"Butler County, Pennsylvania",73286
0500000US42021,"Cambria County, Pennsylvania",57348
0500000US42025,"Carbon County, Pennsylvania",25087
0500000US42027,"Centre County, Pennsylvania",58695
0500000US42029,"Chester County, Pennsylvania",184245
0500000US42033,"Clearfield County, Pennsylvania",32709
0500000US42037,"Columbia County, Pennsylvania",25631
0500000US42039,"Crawford County, Pennsylvania",34898
0500000US42041,"Cumberland County, Pennsylvania",94545
0500000US42043,"Dauphin County, Pennsylvania",107704
0500000US42045,"Delaware County, Pennsylvania",204553
0500000US42049,"Erie County, Pennsylvania",109138
0500000US42051,"Fayette County, Pennsylvania",54708
0500000US42055,"Franklin County, Pennsylvania",56999
0500000US42063,"Indiana County, Pennsylvania",34709
0500000US42069,"Lackawanna County, Pennsylvania",86343
0500000US42071,"Lancaster County, Pennsylvania",193231
0500000US42073,"Lawrence County, Pennsylvania",36278
0500000US42075,"Lebanon County, Pennsylvania",51744
0500000US42077,"Lehigh County, Pennsylvania",133097
0500000US42079,"Luzerne County, Pennsylvania",130170
0500000US42081,"Lycoming County, Pennsylvania",46506
0500000US42085,"Mercer County, Pennsylvania",46623
0500000US42089,"Monroe County, Pennsylvania",57527
0500000US42091,"Montgomery County, Pennsylvania",306463
0500000US42095,"Northampton County, Pennsylvania",111907
0500000US42097,"Northumberland County, Pennsylvania",39378
0500000US42101,"Philadelphia County, Pennsylvania",576429
0500000US42107,"Schuylkill County, Pennsylvania",60018
0500000US42111,"Somerset County, Pennsylvania",28898
