County,State,"County, State",CountyID,Income_2019,Income_2020
Ripley,Missouri,"Ripley, Missouri",29181,"31,050","34,297"
St. Charles,Missouri,"St. Charles, Missouri",29183,"55,138","56,879"
St. Clair,Missouri,"St. Clair, Missouri",29185,"30,219","33,058"
Ste. Genevieve,Missouri,"Ste. Genevieve, Missouri",29186,"41,903","44,925"
St. Francois,Missouri,"St. Francois, Missouri",29187,"34,982","37,377"
St. Louis,Missouri,"St. Louis, Missouri",29510,"74,361","78,804"
Saline,Missouri,"Saline, Missouri",29195,"38,156","43,076"
Schuyler,Missouri,"Schuyler, Missouri",29197,"29,553","33,550"
Scotland,Missouri,"Scotland, Missouri",29199,"34,488","41,576"
Scott,Missouri,"Scott, Missouri",29201,"41,315","44,148"
Shannon,Missouri,"Shannon, Missouri",29203,"30,499","33,071"
Shelby,Missouri,"Shelby, Missouri",29205,"39,963","45,373"
Stoddard,Missouri,"Stoddard, Missouri",29207,"37,650","41,158"
Stone,Missouri,"Stone, Missouri",29209,"40,138","41,975"
Sullivan,Missouri,"Sullivan, Missouri",29211,"38,963","44,877"
Taney,Missouri,"Taney, Missouri",29213,"37,146","38,859"
Texas,Missouri,"Texas, Missouri",29215,"29,601","32,774"
Vernon,Missouri,"Vernon, Missouri",29217,"35,089","39,496"
Warren,Missouri,"Warren, Missouri",29219,"42,665","45,011"
Washington,Missouri,"Washington, Missouri",29221,"30,752","33,148"
Wayne,Missouri,"Wayne, Missouri",29223,"31,094","34,018"
Webster,Missouri,"Webster, Missouri",29225,"33,841","35,845"
Worth,Missouri,"Worth, Missouri",29227,"37,652","41,861"
Wright,Missouri,"Wright, Missouri",29229,"32,792","35,480"
Beaverhead,Montana,"Beaverhead, Montana",30001,"48,070","52,501"
Big Horn,Montana,"Big Horn, Montana",30003,"31,515","35,950"
Blaine,Montana,"Blaine, Montana",30005,"30,806","36,301"
Broadwater,Montana,"Broadwater, Montana",30007,"45,732","48,786"
Carbon,Montana,"Carbon, Montana",30009,"53,870","56,900"
Carter,Montana,"Carter, Montana",30011,"40,733","53,760"
Cascade,Montana,"Cascade, Montana",30013,"49,201","52,226"
Chouteau,Montana,"Chouteau, Montana",30015,"40,738","48,627"
Custer,Montana,"Custer, Montana",30017,"47,174","51,268"
Daniels,Montana,"Daniels, Montana",30019,"49,331","64,205"
Dawson,Montana,"Dawson, Montana",30021,"46,622","50,972"
Deer Lodge,Montana,"Deer Lodge, Montana",30023,"40,985","45,039"
Fallon,Montana,"Fallon, Montana",30025,"49,763","54,203"
Fergus,Montana,"Fergus, Montana",30027,"45,588","48,900"
Flathead,Montana,"Flathead, Montana",30029,"50,144","52,740"
Gallatin,Montana,"Gallatin, Montana",30031,"60,195","63,432"
Garfield,Montana,"Garfield, Montana",30033,"33,179","44,812"
Glacier,Montana,"Glacier, Montana",30035,"37,035","41,773"
Golden Valley,Montana,"Golden Valley, Montana",30037,"50,027","56,481"
Granite,Montana,"Granite, Montana",30039,"45,815","49,242"
Hill,Montana,"Hill, Montana",30041,"45,987","50,018"
Jefferson,Montana,"Jefferson, Montana",30043,"50,147","52,770"
Judith Basin,Montana,"Judith Basin, Montana",30045,"49,496","56,953"
Lake,Montana,"Lake, Montana",30047,"40,842","44,068"
Lewis and Clark,Montana,"Lewis and Clark, Montana",30049,"50,915","54,040"
Liberty,Montana,"Liberty, Montana",30051,"45,195","51,268"
Lincoln,Montana,"Lincoln, Montana",30053,"37,725","41,129"
McCone,Montana,"McCone, Montana",30055,"39,147","48,924"
Madison,Montana,"Madison, Montana",30057,"53,651","57,112"
Meagher,Montana,"Meagher, Montana",30059,"45,173","49,730"
Mineral,Montana,"Mineral, Montana",30061,"39,759","43,233"
Missoula,Montana,"Missoula, Montana",30063,"51,738","54,353"
Musselshell,Montana,"Musselshell, Montana",30065,"46,093","49,756"
Park,Montana,"Park, Montana",30067,"52,934","55,213"
Petroleum,Montana,"Petroleum, Montana",30069,"33,189","41,080"
Phillips,Montana,"Phillips, Montana",30071,"41,271","48,341"
Pondera,Montana,"Pondera, Montana",30073,"49,754","56,218"
Powder River,Montana,"Powder River, Montana",30075,"34,282","44,756"
Powell,Montana,"Powell, Montana",30077,"43,912","47,024"
Prairie,Montana,"Prairie, Montana",30079,"47,483","57,918"
Ravalli,Montana,"Ravalli, Montana",30081,"47,253","49,860"
Richland,Montana,"Richland, Montana",30083,"62,491","63,761"
Roosevelt,Montana,"Roosevelt, Montana",30085,"36,309","41,531"
Rosebud,Montana,"Rosebud, Montana",30087,"45,239","50,566"
Sanders,Montana,"Sanders, Montana",30089,"37,345","41,398"
Sheridan,Montana,"Sheridan, Montana",30091,"50,463","61,236"
Silver Bow,Montana,"Silver Bow, Montana",30093,"48,263","50,672"
Stillwater,Montana,"Stillwater, Montana",30095,"54,288","57,382"
Sweet Grass,Montana,"Sweet Grass, Montana",30097,"49,597","54,287"
Teton,Montana,"Teton, Montana",30099,"48,870","53,172"
Toole,Montana,"Toole, Montana",30101,"53,369","60,089"
Treasure,Montana,"Treasure, Montana",30103,"56,758","66,721"
Valley,Montana,"Valley, Montana",30105,"47,510","54,556"
Wheatland,Montana,"Wheatland, Montana",30107,"38,608","42,348"
Wibaux,Montana,"Wibaux, Montana",30109,"41,155","48,913"
Yellowstone,Montana,"Yellowstone, Montana",30111,"54,213","56,588"
Adams,Nebraska,"Adams, Nebraska",31001,"50,017","53,232"
Antelope,Nebraska,"Antelope, Nebraska",31003,"55,033","69,121"
Arthur,Nebraska,"Arthur, Nebraska",31005,"46,098","53,618"
Banner,Nebraska,"Banner, Nebraska",31007,"50,306","59,097"
Blaine,Nebraska,"Blaine, Nebraska",31009,"60,424","70,372"
Boone,Nebraska,"Boone, Nebraska",31011,"58,601","69,564"
Box Butte,Nebraska,"Box Butte, Nebraska",31013,"49,193","53,723"
Boyd,Nebraska,"Boyd, Nebraska",31015,"56,197","62,078"
Brown,Nebraska,"Brown, Nebraska",31017,"55,182","60,280"
Buffalo,Nebraska,"Buffalo, Nebraska",31019,"57,582","60,230"
Burt,Nebraska,"Burt, Nebraska",31021,"49,088","53,602"
Butler,Nebraska,"Butler, Nebraska",31023,"49,790","56,101"
Cass,Nebraska,"Cass, Nebraska",31025,"53,998","57,220"
Cedar,Nebraska,"Cedar, Nebraska",31027,"50,389","58,373"
Chase,Nebraska,"Chase, Nebraska",31029,"58,777","68,843"
Cherry,Nebraska,"Cherry, Nebraska",31031,"44,279","50,817"
Cheyenne,Nebraska,"Cheyenne, Nebraska",31033,"48,234","50,334"
Clay,Nebraska,"Clay, Nebraska",31035,"51,089","57,104"
Colfax,Nebraska,"Colfax, Nebraska",31037,"43,925","49,977"
Cuming,Nebraska,"Cuming, Nebraska",31039,"64,624","71,653"
Custer,Nebraska,"Custer, Nebraska",31041,"48,095","54,458"
Dakota,Nebraska,"Dakota, Nebraska",31043,"44,062","47,062"
Dawes,Nebraska,"Dawes, Nebraska",31045,"38,323","43,101"
Dawson,Nebraska,"Dawson, Nebraska",31047,"44,940","49,096"
Deuel,Nebraska,"Deuel, Nebraska",31049,"40,437","43,738"
Dixon,Nebraska,"Dixon, Nebraska",31051,"44,444","49,974"
Dodge,Nebraska,"Dodge, Nebraska",31053,"49,231","52,445"
Douglas,Nebraska,"Douglas, Nebraska",31055,"63,072","65,737"
Dundy,Nebraska,"Dundy, Nebraska",31057,"71,079","86,360"
Fillmore,Nebraska,"Fillmore, Nebraska",31059,"57,255","63,206"
Franklin,Nebraska,"Franklin, Nebraska",31061,"49,798","57,959"
Frontier,Nebraska,"Frontier, Nebraska",31063,"38,425","46,216"
Furnas,Nebraska,"Furnas, Nebraska",31065,"45,337","53,727"
Gage,Nebraska,"Gage, Nebraska",31067,"48,993","52,843"
Garden,Nebraska,"Garden, Nebraska",31069,"46,002","50,671"
Garfield,Nebraska,"Garfield, Nebraska",31071,"41,582","47,856"
Gosper,Nebraska,"Gosper, Nebraska",31073,"49,937","59,049"
Grant,Nebraska,"Grant, Nebraska",31075,"47,447","54,922"
Greeley,Nebraska,"Greeley, Nebraska",31077,"46,749","56,500"
Hall,Nebraska,"Hall, Nebraska",31079,"44,457","47,793"
Hamilton,Nebraska,"Hamilton, Nebraska",31081,"55,198","61,230"
Harlan,Nebraska,"Harlan, Nebraska",31083,"51,888","57,828"
Hayes,Nebraska,"Hayes, Nebraska",31085,"65,255","79,926"
Hitchcock,Nebraska,"Hitchcock, Nebraska",31087,"39,694","46,667"
Holt,Nebraska,"Holt, Nebraska",31089,"51,745","59,853"
Hooker,Nebraska,"Hooker, Nebraska",31091,"47,804","54,516"
Howard,Nebraska,"Howard, Nebraska",31093,"45,971","50,857"
Jefferson,Nebraska,"Jefferson, Nebraska",31095,"48,555","53,407"
Johnson,Nebraska,"Johnson, Nebraska",31097,"35,813","39,498"
Kearney,Nebraska,"Kearney, Nebraska",31099,"55,393","61,585"
Keith,Nebraska,"Keith, Nebraska",31101,"47,398","51,040"
Keya Paha,Nebraska,"Keya Paha, Nebraska",31103,"49,847","66,705"
Kimball,Nebraska,"Kimball, Nebraska",31105,"44,529","50,075"
Knox,Nebraska,"Knox, Nebraska",31107,"46,679","53,356"
Lancaster,Nebraska,"Lancaster, Nebraska",31109,"50,510","52,887"
Lincoln,Nebraska,"Lincoln, Nebraska",31111,"49,610","54,043"
Logan,Nebraska,"Logan, Nebraska",31113,"49,181","58,616"
Loup,Nebraska,"Loup, Nebraska",31115,"52,624","61,740"
McPherson,Nebraska,"McPherson, Nebraska",31117,"45,197","62,907"
Madison,Nebraska,"Madison, Nebraska",31119,"51,413","55,104"
Merrick,Nebraska,"Merrick, Nebraska",31121,"46,880","50,870"
Morrill,Nebraska,"Morrill, Nebraska",31123,"56,516","63,120"
Nance,Nebraska,"Nance, Nebraska",31125,"39,292","46,091"
Nemaha,Nebraska,"Nemaha, Nebraska",31127,"48,589","51,548"
Nuckolls,Nebraska,"Nuckolls, Nebraska",31129,"51,840","59,449"
Otoe,Nebraska,"Otoe, Nebraska",31131,"54,989","57,873"
Pawnee,Nebraska,"Pawnee, Nebraska",31133,"43,594","51,436"
Perkins,Nebraska,"Perkins, Nebraska",31135,"62,624","71,191"
Phelps,Nebraska,"Phelps, Nebraska",31137,"53,449","59,324"
Pierce,Nebraska,"Pierce, Nebraska",31139,"57,173","62,493"
Platte,Nebraska,"Platte, Nebraska",31141,"48,042","52,316"
Polk,Nebraska,"Polk, Nebraska",31143,"53,391","57,312"
Red Willow,Nebraska,"Red Willow, Nebraska",31145,"46,409","52,196"
Richardson,Nebraska,"Richardson, Nebraska",31147,"49,555","54,773"
Rock,Nebraska,"Rock, Nebraska",31149,"59,531","72,590"
Saline,Nebraska,"Saline, Nebraska",31151,"43,935","47,785"
Sarpy,Nebraska,"Sarpy, Nebraska",31153,"52,380","55,173"
Saunders,Nebraska,"Saunders, Nebraska",31155,"53,414","56,892"
Scotts Bluff,Nebraska,"Scotts Bluff, Nebraska",31157,"45,388","49,048"
Seward,Nebraska,"Seward, Nebraska",31159,"51,580","56,220"
Sheridan,Nebraska,"Sheridan, Nebraska",31161,"49,061","56,597"
Sherman,Nebraska,"Sherman, Nebraska",31163,"43,915","50,461"
Sioux,Nebraska,"Sioux, Nebraska",31165,"55,894","64,440"
Stanton,Nebraska,"Stanton, Nebraska",31167,"45,713","52,621"
Thayer,Nebraska,"Thayer, Nebraska",31169,"54,402","60,659"
Thomas,Nebraska,"Thomas, Nebraska",31171,"53,003","57,805"
Thurston,Nebraska,"Thurston, Nebraska",31173,"39,140","45,789"
Valley,Nebraska,"Valley, Nebraska",31175,"49,408","59,867"
Washington,Nebraska,"Washington, Nebraska",31177,"58,047","60,738"
Wayne,Nebraska,"Wayne, Nebraska",31179,"44,259","49,143"
Webster,Nebraska,"Webster, Nebraska",31181,"49,541","53,815"
Wheeler,Nebraska,"Wheeler, Nebraska",31183,"68,540","70,710"
York,Nebraska,"York, Nebraska",31185,"50,703","56,457"
Churchill,Nevada,"Churchill, Nevada",32001,"46,149","50,081"
Clark,Nevada,"Clark, Nevada",32003,"49,225","51,244"
Douglas,Nevada,"Douglas, Nevada",32005,"75,241","78,416"
Elko,Nevada,"Elko, Nevada",32007,"47,785","50,429"
Esmeralda,Nevada,"Esmeralda, Nevada",32009,"43,025","42,962"
Eureka,Nevada,"Eureka, Nevada",32011,"42,637","46,792"
Humboldt,Nevada,"Humboldt, Nevada",32013,"48,853","51,772"
Lander,Nevada,"Lander, Nevada",32015,"69,494","72,931"
Lincoln,Nevada,"Lincoln, Nevada",32017,"39,793","43,357"
Lyon,Nevada,"Lyon, Nevada",32019,"40,313","44,098"
Mineral,Nevada,"Mineral, Nevada",32021,"41,261","48,982"
Nye,Nevada,"Nye, Nevada",32023,"39,673","41,367"
Pershing,Nevada,"Pershing, Nevada",32027,"33,337","37,906"
Storey,Nevada,"Storey, Nevada",32029,"58,374","65,971"
Washoe,Nevada,"Washoe, Nevada",32031,"62,994","66,076"
White Pine,Nevada,"White Pine, Nevada",32033,"46,584","50,653"
Carson City,Nevada,"Carson City, Nevada",32510,"52,880","56,510"
Belknap,New Hampshire,"Belknap, New Hampshire",33001,"63,484","66,919"
Carroll,New Hampshire,"Carroll, New Hampshire",33003,"60,844","63,403"
Cheshire,New Hampshire,"Cheshire, New Hampshire",33005,"53,190","56,088"
Coos,New Hampshire,"Coos, New Hampshire",33007,"44,804","49,564"
Grafton,New Hampshire,"Grafton, New Hampshire",33009,"63,816","67,943"
Hillsborough,New Hampshire,"Hillsborough, New Hampshire",33011,"62,752","66,548"
Merrimack,New Hampshire,"Merrimack, New Hampshire",33013,"59,936","63,839"
Rockingham,New Hampshire,"Rockingham, New Hampshire",33015,"78,153","80,220"
Strafford,New Hampshire,"Strafford, New Hampshire",33017,"52,598","56,104"
Sullivan,New Hampshire,"Sullivan, New Hampshire",33019,"54,260","57,602"
Atlantic,New Jersey,"Atlantic, New Jersey",34001,"51,247","55,802"
Bergen,New Jersey,"Bergen, New Jersey",34003,"88,241","91,972"
Burlington,New Jersey,"Burlington, New Jersey",34005,"63,528","67,154"
Camden,New Jersey,"Camden, New Jersey",34007,"54,958","58,830"
Cape May,New Jersey,"Cape May, New Jersey",34009,"63,203","67,836"
Cumberland,New Jersey,"Cumberland, New Jersey",34011,"41,327","45,498"
Essex,New Jersey,"Essex, New Jersey",34013,"65,927","70,497"
Gloucester,New Jersey,"Gloucester, New Jersey",34015,"56,853","60,386"
Hudson,New Jersey,"Hudson, New Jersey",34017,"67,570","71,682"
Hunterdon,New Jersey,"Hunterdon, New Jersey",34019,"91,946","95,088"
Mercer,New Jersey,"Mercer, New Jersey",34021,"70,675","74,218"
Middlesex,New Jersey,"Middlesex, New Jersey",34023,"62,665","66,640"
Monmouth,New Jersey,"Monmouth, New Jersey",34025,"82,270","86,091"
Morris,New Jersey,"Morris, New Jersey",34027,"99,140","102,227"
Ocean,New Jersey,"Ocean, New Jersey",34029,"53,517","57,344"
Passaic,New Jersey,"Passaic, New Jersey",34031,"51,203","55,775"
Salem,New Jersey,"Salem, New Jersey",34033,"50,597","54,578"
Somerset,New Jersey,"Somerset, New Jersey",34035,"110,466","112,825"
Sussex,New Jersey,"Sussex, New Jersey",34037,"64,284","67,814"
Union,New Jersey,"Union, New Jersey",34039,"68,867","72,543"
Warren,New Jersey,"Warren, New Jersey",34041,"56,956","60,525"
Bernalillo,New Mexico,"Bernalillo, New Mexico",35001,"45,203","48,683"
Catron,New Mexico,"Catron, New Mexico",35003,"32,184","36,171"
Chaves,New Mexico,"Chaves, New Mexico",35005,"40,117","43,615"
Cibola,New Mexico,"Cibola, New Mexico",35006,"28,979","32,755"
Colfax,New Mexico,"Colfax, New Mexico",35007,"41,000","45,610"
Curry,New Mexico,"Curry, New Mexico",35009,"43,667","48,894"
De Baca,New Mexico,"De Baca, New Mexico",35011,"47,727","56,603"
Eddy,New Mexico,"Eddy, New Mexico",35015,"60,847","62,356"
Grant,New Mexico,"Grant, New Mexico",35017,"42,599","45,561"
Guadalupe,New Mexico,"Guadalupe, New Mexico",35019,"35,168","39,140"
Harding,New Mexico,"Harding, New Mexico",35021,"41,124","50,723"
Hidalgo,New Mexico,"Hidalgo, New Mexico",35023,"43,323","48,166"
Lea,New Mexico,"Lea, New Mexico",35025,"49,517","47,215"
Lincoln,New Mexico,"Lincoln, New Mexico",35027,"41,869","44,732"
Los Alamos,New Mexico,"Los Alamos, New Mexico",35028,"73,189","76,142"
Luna,New Mexico,"Luna, New Mexico",35029,"32,997","38,022"
McKinley,New Mexico,"McKinley, New Mexico",35031,"28,855","32,804"
Mora,New Mexico,"Mora, New Mexico",35033,"40,436","45,300"
Otero,New Mexico,"Otero, New Mexico",35035,"35,231","38,779"
Quay,New Mexico,"Quay, New Mexico",35037,"39,870","44,691"
Rio Arriba,New Mexico,"Rio Arriba, New Mexico",35039,"36,401","40,771"
Roosevelt,New Mexico,"Roosevelt, New Mexico",35041,"41,475","46,999"
Sandoval,New Mexico,"Sandoval, New Mexico",35043,"43,977","47,257"
San Juan,New Mexico,"San Juan, New Mexico",35045,"36,095","38,370"
San Miguel,New Mexico,"San Miguel, New Mexico",35047,"36,191","40,675"
Santa Fe,New Mexico,"Santa Fe, New Mexico",35049,"60,301","63,004"
Sierra,New Mexico,"Sierra, New Mexico",35051,"40,762","47,388"
Socorro,New Mexico,"Socorro, New Mexico",35053,"35,054","39,055"
Taos,New Mexico,"Taos, New Mexico",35055,"38,446","42,965"
Torrance,New Mexico,"Torrance, New Mexico",35057,"33,301","37,276"
Union,New Mexico,"Union, New Mexico",35059,"35,939","41,932"
Valencia,New Mexico,"Valencia, New Mexico",35061,"35,268","38,918"
Albany,New York,"Albany, New York",36001,"61,876","66,632"
Allegany,New York,"Allegany, New York",36003,"37,131","40,840"
Bronx,New York,"Bronx, New York",36005,"38,096","43,919"
Broome,New York,"Broome, New York",36007,"45,174","49,314"
Cattaraugus,New York,"Cattaraugus, New York",36009,"41,122","45,200"
Cayuga,New York,"Cayuga, New York",36011,"44,415","48,585"
Chautauqua,New York,"Chautauqua, New York",36013,"41,443","45,357"
Chemung,New York,"Chemung, New York",36015,"45,658","49,439"
Chenango,New York,"Chenango, New York",36017,"43,286","47,842"
Clinton,New York,"Clinton, New York",36019,"44,859","48,292"
Columbia,New York,"Columbia, New York",36021,"57,136","60,859"
Cortland,New York,"Cortland, New York",36023,"41,412","45,776"
Delaware,New York,"Delaware, New York",36025,"42,523","45,822"
Dutchess,New York,"Dutchess, New York",36027,"58,417","62,319"
Erie,New York,"Erie, New York",36029,"52,264","56,748"
Essex,New York,"Essex, New York",36031,"47,329","50,824"
Franklin,New York,"Franklin, New York",36033,"39,307","42,525"
Fulton,New York,"Fulton, New York",36035,"44,478","48,957"
Genesee,New York,"Genesee, New York",36037,"45,200","49,468"
Greene,New York,"Greene, New York",36039,"48,947","52,484"
Hamilton,New York,"Hamilton, New York",36041,"55,730","60,014"
Herkimer,New York,"Herkimer, New York",36043,"43,347","47,266"
Jefferson,New York,"Jefferson, New York",36045,"48,896","53,964"
Kings,New York,"Kings, New York",36047,"54,349","59,468"
Lewis,New York,"Lewis, New York",36049,"47,134","51,992"
Livingston,New York,"Livingston, New York",36051,"46,116","49,382"
Madison,New York,"Madison, New York",36053,"45,453","49,137"
Monroe,New York,"Monroe, New York",36055,"54,174","58,299"
Montgomery,New York,"Montgomery, New York",36057,"41,995","46,332"
Nassau,New York,"Nassau, New York",36059,"92,159","96,253"
New York,New York,"New York, New York",36061,"187,213","191,220"
Niagara,New York,"Niagara, New York",36063,"47,053","51,506"
Oneida,New York,"Oneida, New York",36065,"46,529","50,201"
Onondaga,New York,"Onondaga, New York",36067,"54,379","58,919"
Ontario,New York,"Ontario, New York",36069,"55,315","59,335"
Orange,New York,"Orange, New York",36071,"53,287","57,688"
Orleans,New York,"Orleans, New York",36073,"39,798","44,477"
Oswego,New York,"Oswego, New York",36075,"42,047","46,210"
Otsego,New York,"Otsego, New York",36077,"45,672","49,275"
Putnam,New York,"Putnam, New York",36079,"69,542","73,152"
Queens,New York,"Queens, New York",36081,"51,530","57,085"
Rensselaer,New York,"Rensselaer, New York",36083,"50,481","54,748"
Richmond,New York,"Richmond, New York",36085,"57,990","62,558"
Rockland,New York,"Rockland, New York",36087,"62,206","66,350"
St. Lawrence,New York,"St. Lawrence, New York",36089,"39,373","43,034"
Saratoga,New York,"Saratoga, New York",36091,"72,219","77,398"
Schenectady,New York,"Schenectady, New York",36093,"54,310","58,210"
Schoharie,New York,"Schoharie, New York",36095,"42,648","46,469"
Schuyler,New York,"Schuyler, New York",36097,"42,703","46,971"
Seneca,New York,"Seneca, New York",36099,"40,299","44,065"
Steuben,New York,"Steuben, New York",36101,"46,726","50,331"
Suffolk,New York,"Suffolk, New York",36103,"72,180","76,713"
Sullivan,New York,"Sullivan, New York",36105,"48,550","52,249"
Tioga,New York,"Tioga, New York",36107,"46,818","50,990"
Tompkins,New York,"Tompkins, New York",36109,"46,052","49,486"
Ulster,New York,"Ulster, New York",36111,"52,554","56,071"
Warren,New York,"Warren, New York",36113,"54,650","59,509"
Washington,New York,"Washington, New York",36115,"42,122","46,305"
Wayne,New York,"Wayne, New York",36117,"48,162","51,282"
Westchester,New York,"Westchester, New York",36119,"112,037","115,386"
Wyoming,New York,"Wyoming, New York",36121,"42,682","47,331"
Yates,New York,"Yates, New York",36123,"41,632","45,258"
Alamance,North Carolina,"Alamance, North Carolina",37001,"41,256","43,973"
Alexander,North Carolina,"Alexander, North Carolina",37003,"37,758","40,176"
Alleghany,North Carolina,"Alleghany, North Carolina",37005,"37,987","40,599"
Anson,North Carolina,"Anson, North Carolina",37007,"37,741","38,785"
Ashe,North Carolina,"Ashe, North Carolina",37009,"36,643","39,612"
Avery,North Carolina,"Avery, North Carolina",37011,"36,896","39,437"
Beaufort,North Carolina,"Beaufort, North Carolina",37013,"43,878","46,363"
Bertie,North Carolina,"Bertie, North Carolina",37015,"37,557","40,351"
Bladen,North Carolina,"Bladen, North Carolina",37017,"35,601","39,264"
Brunswick,North Carolina,"Brunswick, North Carolina",37019,"45,128","46,829"
Buncombe,North Carolina,"Buncombe, North Carolina",37021,"50,804","53,309"
Burke,North Carolina,"Burke, North Carolina",37023,"36,022","38,946"
Cabarrus,North Carolina,"Cabarrus, North Carolina",37025,"46,826","49,679"
Caldwell,North Carolina,"Caldwell, North Carolina",37027,"36,141","38,894"
Camden,North Carolina,"Camden, North Carolina",37029,"45,839","48,642"
Carteret,North Carolina,"Carteret, North Carolina",37031,"50,531","53,276"
Caswell,North Carolina,"Caswell, North Carolina",37033,"36,032","39,265"
Catawba,North Carolina,"Catawba, North Carolina",37035,"46,184","49,193"
Chatham,North Carolina,"Chatham, North Carolina",37037,"64,978","66,766"
Cherokee,North Carolina,"Cherokee, North Carolina",37039,"34,072","36,620"
Chowan,North Carolina,"Chowan, North Carolina",37041,"42,376","45,388"
Clay,North Carolina,"Clay, North Carolina",37043,"34,901","37,625"
Cleveland,North Carolina,"Cleveland, North Carolina",37045,"38,859","41,616"
Columbus,North Carolina,"Columbus, North Carolina",37047,"33,376","37,112"
Craven,North Carolina,"Craven, North Carolina",37049,"45,308","48,832"
Cumberland,North Carolina,"Cumberland, North Carolina",37051,"39,799","42,992"
Currituck,North Carolina,"Currituck, North Carolina",37053,"46,911","49,152"
Dare,North Carolina,"Dare, North Carolina",37055,"56,573","59,240"
Davidson,North Carolina,"Davidson, North Carolina",37057,"40,647","43,348"
Davie,North Carolina,"Davie, North Carolina",37059,"49,964","52,153"
Duplin,North Carolina,"Duplin, North Carolina",37061,"35,354","37,872"
Durham,North Carolina,"Durham, North Carolina",37063,"51,380","54,056"
Edgecombe,North Carolina,"Edgecombe, North Carolina",37065,"36,237","39,394"
Forsyth,North Carolina,"Forsyth, North Carolina",37067,"48,756","51,323"
Franklin,North Carolina,"Franklin, North Carolina",37069,"36,826","39,490"
Gaston,North Carolina,"Gaston, North Carolina",37071,"41,330","44,103"
Gates,North Carolina,"Gates, North Carolina",37073,"38,915","41,571"
Graham,North Carolina,"Graham, North Carolina",37075,"35,055","37,943"
Granville,North Carolina,"Granville, North Carolina",37077,"40,359","42,807"
Greene,North Carolina,"Greene, North Carolina",37079,"32,088","34,811"
Guilford,North Carolina,"Guilford, North Carolina",37081,"47,013","49,856"
Halifax,North Carolina,"Halifax, North Carolina",37083,"37,146","39,680"
Harnett,North Carolina,"Harnett, North Carolina",37085,"35,873","38,280"
Haywood,North Carolina,"Haywood, North Carolina",37087,"41,523","43,754"
Henderson,North Carolina,"Henderson, North Carolina",37089,"45,680","47,385"
Hertford,North Carolina,"Hertford, North Carolina",37091,"32,717","36,216"
Hoke,North Carolina,"Hoke, North Carolina",37093,"32,845","35,411"
Hyde,North Carolina,"Hyde, North Carolina",37095,"39,776","42,832"
Iredell,North Carolina,"Iredell, North Carolina",37097,"53,465","56,201"
Jackson,North Carolina,"Jackson, North Carolina",37099,"35,663","38,341"
Johnston,North Carolina,"Johnston, North Carolina",37101,"41,318","44,087"
Jones,North Carolina,"Jones, North Carolina",37103,"41,434","43,254"
Lee,North Carolina,"Lee, North Carolina",37105,"42,390","44,870"
Lenoir,North Carolina,"Lenoir, North Carolina",37107,"40,990","44,361"
Lincoln,North Carolina,"Lincoln, North Carolina",37109,"47,322","50,216"
McDowell,North Carolina,"McDowell, North Carolina",37111,"35,086","37,858"
Macon,North Carolina,"Macon, North Carolina",37113,"41,654","44,564"
Madison,North Carolina,"Madison, North Carolina",37115,"35,888","38,148"
Martin,North Carolina,"Martin, North Carolina",37117,"35,403","38,301"
Mecklenburg,North Carolina,"Mecklenburg, North Carolina",37119,"62,846","65,244"
Mitchell,North Carolina,"Mitchell, North Carolina",37121,"37,046","39,476"
Montgomery,North Carolina,"Montgomery, North Carolina",37123,"36,850","39,353"
Moore,North Carolina,"Moore, North Carolina",37125,"52,441","54,514"
Nash,North Carolina,"Nash, North Carolina",37127,"43,315","45,890"
New Hanover,North Carolina,"New Hanover, North Carolina",37129,"48,558","50,780"
Northampton,North Carolina,"Northampton, North Carolina",37131,"36,080","38,402"
Onslow,North Carolina,"Onslow, North Carolina",37133,"40,671","43,122"
Orange,North Carolina,"Orange, North Carolina",37135,"65,530","67,089"
Pamlico,North Carolina,"Pamlico, North Carolina",37137,"42,848","45,994"
Pasquotank,North Carolina,"Pasquotank, North Carolina",37139,"39,521","42,529"
Pender,North Carolina,"Pender, North Carolina",37141,"39,418","41,292"
Perquimans,North Carolina,"Perquimans, North Carolina",37143,"41,234","44,402"
Person,North Carolina,"Person, North Carolina",37145,"39,038","41,581"
Pitt,North Carolina,"Pitt, North Carolina",37147,"42,882","45,169"
Polk,North Carolina,"Polk, North Carolina",37149,"46,661","48,125"
Randolph,North Carolina,"Randolph, North Carolina",37151,"38,935","41,231"
Richmond,North Carolina,"Richmond, North Carolina",37153,"35,434","38,554"
Robeson,North Carolina,"Robeson, North Carolina",37155,"30,552","33,062"
Rockingham,North Carolina,"Rockingham, North Carolina",37157,"38,057","40,672"
Rowan,North Carolina,"Rowan, North Carolina",37159,"40,714","43,724"
Rutherford,North Carolina,"Rutherford, North Carolina",37161,"34,065","36,714"
Sampson,North Carolina,"Sampson, North Carolina",37163,"35,805","38,165"
Scotland,North Carolina,"Scotland, North Carolina",37165,"33,895","36,247"
Stanly,North Carolina,"Stanly, North Carolina",37167,"39,931","42,613"
Stokes,North Carolina,"Stokes, North Carolina",37169,"38,775","41,186"
Surry,North Carolina,"Surry, North Carolina",37171,"39,696","42,133"
Swain,North Carolina,"Swain, North Carolina",37173,"40,824","44,213"
Transylvania,North Carolina,"Transylvania, North Carolina",37175,"43,065","44,747"
Tyrrell,North Carolina,"Tyrrell, North Carolina",37177,"33,699","37,638"
