County,State,"County, State",CountyID,Income_2019,Income_2020
Autauga,Alabama,"Autauga, Alabama",1001,"44,368","46,814"
Baldwin,Alabama,"Baldwin, Alabama",1003,"48,270","50,953"
Barbour,Alabama,"Barbour, Alabama",1005,"35,572","37,850"
Bibb,Alabama,"Bibb, Alabama",1007,"31,540","34,300"
Blount,Alabama,"Blount, Alabama",1009,"36,969","38,808"
Bullock,Alabama,"Bullock, Alabama",1011,"28,136","31,944"
Butler,Alabama,"Butler, Alabama",1013,"38,073","39,988"
Calhoun,Alabama,"Calhoun, Alabama",1015,"37,708","40,195"
Chambers,Alabama,"Chambers, Alabama",1017,"36,110","38,508"
Cherokee,Alabama,"Cherokee, Alabama",1019,"36,381","37,869"
Chilton,Alabama,"Chilton, Alabama",1021,"36,471","38,778"
Choctaw,Alabama,"Choctaw, Alabama",1023,"39,097","42,231"
Clarke,Alabama,"Clarke, Alabama",1025,"37,061","40,822"
Clay,Alabama,"Clay, Alabama",1027,"34,185","37,179"
Cleburne,Alabama,"Cleburne, Alabama",1029,"35,905","37,734"
Coffee,Alabama,"Coffee, Alabama",1031,"43,319","45,262"
Colbert,Alabama,"Colbert, Alabama",1033,"38,860","41,941"
Conecuh,Alabama,"Conecuh, Alabama",1035,"33,596","36,908"
Coosa,Alabama,"Coosa, Alabama",1037,"32,548","34,683"
Covington,Alabama,"Covington, Alabama",1039,"35,927","37,930"
Crenshaw,Alabama,"Crenshaw, Alabama",1041,"36,783","38,161"
Cullman,Alabama,"Cullman, Alabama",1043,"41,211","42,659"
Dale,Alabama,"Dale, Alabama",1045,"37,831","40,111"
Dallas,Alabama,"Dallas, Alabama",1047,"37,033","41,195"
DeKalb,Alabama,"DeKalb, Alabama",1049,"33,427","35,100"
Elmore,Alabama,"Elmore, Alabama",1051,"44,561","47,270"
Escambia,Alabama,"Escambia, Alabama",1053,"34,338","37,137"
Etowah,Alabama,"Etowah, Alabama",1055,"37,700","39,852"
Fayette,Alabama,"Fayette, Alabama",1057,"35,856","38,001"
Franklin,Alabama,"Franklin, Alabama",1059,"34,831","37,362"
Geneva,Alabama,"Geneva, Alabama",1061,"36,455","38,358"
Greene,Alabama,"Greene, Alabama",1063,"32,534","35,992"
Hale,Alabama,"Hale, Alabama",1065,"37,825","41,190"
Henry,Alabama,"Henry, Alabama",1067,"43,738","45,409"
Houston,Alabama,"Houston, Alabama",1069,"44,300","47,072"
Jackson,Alabama,"Jackson, Alabama",1071,"38,002","40,089"
Jefferson,Alabama,"Jefferson, Alabama",1073,"56,599","58,424"
Lamar,Alabama,"Lamar, Alabama",1075,"34,549","37,161"
Lauderdale,Alabama,"Lauderdale, Alabama",1077,"38,135","40,729"
Lawrence,Alabama,"Lawrence, Alabama",1079,"35,414","38,098"
Lee,Alabama,"Lee, Alabama",1081,"40,439","42,468"
Limestone,Alabama,"Limestone, Alabama",1083,"44,841","47,695"
Lowndes,Alabama,"Lowndes, Alabama",1085,"41,449","44,921"
Macon,Alabama,"Macon, Alabama",1087,"34,213","37,834"
Madison,Alabama,"Madison, Alabama",1089,"54,169","57,128"
Marengo,Alabama,"Marengo, Alabama",1091,"40,297","43,854"
Marion,Alabama,"Marion, Alabama",1093,"33,433","36,330"
Marshall,Alabama,"Marshall, Alabama",1095,"37,913","40,045"
Mobile,Alabama,"Mobile, Alabama",1097,"40,003","42,823"
Monroe,Alabama,"Monroe, Alabama",1099,"34,489","38,192"
Montgomery,Alabama,"Montgomery, Alabama",1101,"44,597","47,776"
Morgan,Alabama,"Morgan, Alabama",1103,"41,895","44,679"
Perry,Alabama,"Perry, Alabama",1105,"32,198","36,217"
Pickens,Alabama,"Pickens, Alabama",1107,"34,590","36,861"
Pike,Alabama,"Pike, Alabama",1109,"38,057","40,342"
Randolph,Alabama,"Randolph, Alabama",1111,"33,708","35,208"
Russell,Alabama,"Russell, Alabama",1113,"33,796","36,526"
St. Clair,Alabama,"St. Clair, Alabama",1115,"41,015","43,279"
Shelby,Alabama,"Shelby, Alabama",1117,"57,793","59,588"
Sumter,Alabama,"Sumter, Alabama",1119,"32,057","35,310"
Talladega,Alabama,"Talladega, Alabama",1121,"35,717","38,300"
Tallapoosa,Alabama,"Tallapoosa, Alabama",1123,"42,544","45,058"
Tuscaloosa,Alabama,"Tuscaloosa, Alabama",1125,"40,329","42,868"
Walker,Alabama,"Walker, Alabama",1127,"41,976","44,095"
Washington,Alabama,"Washington, Alabama",1129,"37,568","40,371"
Wilcox,Alabama,"Wilcox, Alabama",1131,"33,957","38,273"
Winston,Alabama,"Winston, Alabama",1133,"35,508","38,382"
Petersburg Borough,Alaska,"Petersburg Borough, Alaska",2195,"71,111","72,412"
Apache,Arizona,"Apache, Arizona",4001,"33,844","38,915"
Cochise,Arizona,"Cochise, Arizona",4003,"40,546","45,786"
Coconino,Arizona,"Coconino, Arizona",4005,"48,837","53,036"
Gila,Arizona,"Gila, Arizona",4007,"39,720","44,201"
Graham,Arizona,"Graham, Arizona",4009,"31,179","35,072"
Greenlee,Arizona,"Greenlee, Arizona",4011,"41,082","44,050"
La Paz,Arizona,"La Paz, Arizona",4012,"34,387","39,482"
Maricopa,Arizona,"Maricopa, Arizona",4013,"49,663","53,521"
Mohave,Arizona,"Mohave, Arizona",4015,"34,274","36,529"
Navajo,Arizona,"Navajo, Arizona",4017,"32,007","36,169"
Pima,Arizona,"Pima, Arizona",4019,"44,649","48,373"
Pinal,Arizona,"Pinal, Arizona",4021,"32,699","35,949"
Santa Cruz,Arizona,"Santa Cruz, Arizona",4023,"38,274","42,204"
Yavapai,Arizona,"Yavapai, Arizona",4025,"41,076","44,490"
Yuma,Arizona,"Yuma, Arizona",4027,"35,065","40,800"
Arkansas,Arkansas,"Arkansas, Arkansas",5001,"46,005","50,534"
Ashley,Arkansas,"Ashley, Arkansas",5003,"37,318","38,489"
Baxter,Arkansas,"Baxter, Arkansas",5005,"37,854","39,950"
Benton,Arkansas,"Benton, Arkansas",5007,"94,108","94,289"
Boone,Arkansas,"Boone, Arkansas",5009,"36,174","38,108"
Bradley,Arkansas,"Bradley, Arkansas",5011,"39,097","42,037"
Calhoun,Arkansas,"Calhoun, Arkansas",5013,"35,808","38,509"
Carroll,Arkansas,"Carroll, Arkansas",5015,"32,925","34,692"
Chicot,Arkansas,"Chicot, Arkansas",5017,"38,927","44,762"
Clark,Arkansas,"Clark, Arkansas",5019,"36,903","39,450"
Clay,Arkansas,"Clay, Arkansas",5021,"35,973","39,157"
Cleburne,Arkansas,"Cleburne, Arkansas",5023,"39,296","41,656"
Cleveland,Arkansas,"Cleveland, Arkansas",5025,"39,663","40,366"
Columbia,Arkansas,"Columbia, Arkansas",5027,"37,225","38,806"
Conway,Arkansas,"Conway, Arkansas",5029,"38,465","40,633"
Craighead,Arkansas,"Craighead, Arkansas",5031,"38,365","40,728"
Crawford,Arkansas,"Crawford, Arkansas",5033,"33,837","35,919"
Crittenden,Arkansas,"Crittenden, Arkansas",5035,"38,397","41,474"
Cross,Arkansas,"Cross, Arkansas",5037,"37,334","41,715"
Dallas,Arkansas,"Dallas, Arkansas",5039,"37,188","40,611"
Desha,Arkansas,"Desha, Arkansas",5041,"39,508","44,920"
Drew,Arkansas,"Drew, Arkansas",5043,"37,906","40,726"
Faulkner,Arkansas,"Faulkner, Arkansas",5045,"39,335","41,943"
Franklin,Arkansas,"Franklin, Arkansas",5047,"32,841","33,885"
Fulton,Arkansas,"Fulton, Arkansas",5049,"28,457","31,840"
Garland,Arkansas,"Garland, Arkansas",5051,"41,502","44,358"
Grant,Arkansas,"Grant, Arkansas",5053,"39,324","41,674"
Greene,Arkansas,"Greene, Arkansas",5055,"35,869","38,560"
Hempstead,Arkansas,"Hempstead, Arkansas",5057,"31,799","33,760"
Hot Spring,Arkansas,"Hot Spring, Arkansas",5059,"31,697","34,110"
Howard,Arkansas,"Howard, Arkansas",5061,"34,068","34,751"
Independence,Arkansas,"Independence, Arkansas",5063,"36,292","38,266"
Izard,Arkansas,"Izard, Arkansas",5065,"30,681","32,606"
Jackson,Arkansas,"Jackson, Arkansas",5067,"38,054","41,646"
Jefferson,Arkansas,"Jefferson, Arkansas",5069,"36,060","39,443"
Johnson,Arkansas,"Johnson, Arkansas",5071,"28,774","30,728"
Lafayette,Arkansas,"Lafayette, Arkansas",5073,"35,672","38,307"
Lawrence,Arkansas,"Lawrence, Arkansas",5075,"33,601","38,065"
Lee,Arkansas,"Lee, Arkansas",5077,"30,263","32,359"
Lincoln,Arkansas,"Lincoln, Arkansas",5079,"27,710","29,008"
Little River,Arkansas,"Little River, Arkansas",5081,"34,392","37,075"
Logan,Arkansas,"Logan, Arkansas",5083,"32,662","34,433"
Lonoke,Arkansas,"Lonoke, Arkansas",5085,"40,825","43,537"
Madison,Arkansas,"Madison, Arkansas",5087,"33,906","34,012"
Marion,Arkansas,"Marion, Arkansas",5089,"31,494","33,493"
Miller,Arkansas,"Miller, Arkansas",5091,"34,620","37,065"
Mississippi,Arkansas,"Mississippi, Arkansas",5093,"35,915","37,730"
Monroe,Arkansas,"Monroe, Arkansas",5095,"35,474","40,475"
Montgomery,Arkansas,"Montgomery, Arkansas",5097,"29,748","32,125"
Nevada,Arkansas,"Nevada, Arkansas",5099,"33,940","35,808"
Newton,Arkansas,"Newton, Arkansas",5101,"30,265","32,731"
Ouachita,Arkansas,"Ouachita, Arkansas",5103,"38,582","41,877"
Perry,Arkansas,"Perry, Arkansas",5105,"36,201","38,404"
Phillips,Arkansas,"Phillips, Arkansas",5107,"34,052","38,155"
Pike,Arkansas,"Pike, Arkansas",5109,"32,315","33,920"
Poinsett,Arkansas,"Poinsett, Arkansas",5111,"34,677","37,307"
Polk,Arkansas,"Polk, Arkansas",5113,"30,512","32,573"
Pope,Arkansas,"Pope, Arkansas",5115,"35,416","36,617"
Prairie,Arkansas,"Prairie, Arkansas",5117,"36,273","42,843"
Pulaski,Arkansas,"Pulaski, Arkansas",5119,"52,499","55,563"
Randolph,Arkansas,"Randolph, Arkansas",5121,"33,640","36,401"
St. Francis,Arkansas,"St. Francis, Arkansas",5123,"28,560","30,903"
Saline,Arkansas,"Saline, Arkansas",5125,"43,233","45,692"
Scott,Arkansas,"Scott, Arkansas",5127,"30,901","32,290"
Searcy,Arkansas,"Searcy, Arkansas",5129,"28,270","31,657"
Sebastian,Arkansas,"Sebastian, Arkansas",5131,"43,310","45,586"
Sevier,Arkansas,"Sevier, Arkansas",5133,"31,719","32,926"
Sharp,Arkansas,"Sharp, Arkansas",5135,"34,281","35,612"
Stone,Arkansas,"Stone, Arkansas",5137,"31,171","32,753"
Union,Arkansas,"Union, Arkansas",5139,"46,081","48,669"
Van Buren,Arkansas,"Van Buren, Arkansas",5141,"31,752","34,482"
Washington,Arkansas,"Washington, Arkansas",5143,"41,643","43,817"
White,Arkansas,"White, Arkansas",5145,"37,110","39,598"
Woodruff,Arkansas,"Woodruff, Arkansas",5147,"37,638","45,248"
Yell,Arkansas,"Yell, Arkansas",5149,"33,074","33,506"
Alameda,California,"Alameda, California",6001,"78,839","87,078"
Alpine,California,"Alpine, California",6003,"79,701","76,175"
Amador,California,"Amador, California",6005,"43,979","47,721"
Butte,California,"Butte, California",6007,"45,175","50,279"
Calaveras,California,"Calaveras, California",6009,"48,460","53,026"
Colusa,California,"Colusa, California",6011,"44,661","57,382"
Contra Costa,California,"Contra Costa, California",6013,"84,614","92,264"
Del Norte,California,"Del Norte, California",6015,"36,092","40,192"
El Dorado,California,"El Dorado, California",6017,"68,125","72,662"
Fresno,California,"Fresno, California",6019,"43,019","48,495"
Glenn,California,"Glenn, California",6021,"43,247","52,219"
Humboldt,California,"Humboldt, California",6023,"46,072","50,182"
Imperial,California,"Imperial, California",6025,"37,196","44,500"
Inyo,California,"Inyo, California",6027,"60,229","64,335"
Kern,California,"Kern, California",6029,"39,559","44,721"
Kings,California,"Kings, California",6031,"36,442","41,829"
Lake,California,"Lake, California",6033,"42,144","47,144"
Lassen,California,"Lassen, California",6035,"35,581","40,490"
Los Angeles,California,"Los Angeles, California",6037,"63,043","68,272"
Madera,California,"Madera, California",6039,"38,751","44,532"
Marin,California,"Marin, California",6041,"138,903","145,575"
Mariposa,California,"Mariposa, California",6043,"53,861","57,828"
Mendocino,California,"Mendocino, California",6045,"49,803","54,795"
Merced,California,"Merced, California",6047,"37,952","43,914"
Modoc,California,"Modoc, California",6049,"45,375","52,779"
Mono,California,"Mono, California",6051,"49,356","54,586"
Monterey,California,"Monterey, California",6053,"56,545","61,510"
Napa,California,"Napa, California",6055,"73,886","82,408"
Nevada,California,"Nevada, California",6057,"60,689","64,876"
Orange,California,"Orange, California",6059,"69,951","74,618"
Placer,California,"Placer, California",6061,"67,610","72,279"
Plumas,California,"Plumas, California",6063,"51,044","55,029"
Riverside,California,"Riverside, California",6065,"41,385","45,834"
Sacramento,California,"Sacramento, California",6067,"53,278","58,307"
San Benito,California,"San Benito, California",6069,"52,806","60,807"
San Bernardino,California,"San Bernardino, California",6071,"40,537","44,831"
San Diego,California,"San Diego, California",6073,"60,845","66,266"
San Francisco,California,"San Francisco, California",6075,"133,856","144,818"
San Joaquin,California,"San Joaquin, California",6077,"45,075","51,816"
San Luis Obispo,California,"San Luis Obispo, California",6079,"58,693","62,342"
San Mateo,California,"San Mateo, California",6081,"132,133","141,841"
Santa Barbara,California,"Santa Barbara, California",6083,"62,715","67,879"
Santa Clara,California,"Santa Clara, California",6085,"114,649","123,661"
Santa Cruz,California,"Santa Cruz, California",6087,"68,990","75,957"
Shasta,California,"Shasta, California",6089,"46,417","51,649"
Sierra,California,"Sierra, California",6091,"45,432","49,139"
Siskiyou,California,"Siskiyou, California",6093,"44,158","49,664"
Solano,California,"Solano, California",6095,"51,889","58,688"
Sonoma,California,"Sonoma, California",6097,"64,869","71,386"
Stanislaus,California,"Stanislaus, California",6099,"43,402","48,954"
Sutter,California,"Sutter, California",6101,"45,054","50,730"
Tehama,California,"Tehama, California",6103,"40,775","46,007"
Trinity,California,"Trinity, California",6105,"39,959","43,877"
Tulare,California,"Tulare, California",6107,"40,040","46,348"
Tuolumne,California,"Tuolumne, California",6109,"46,166","49,708"
Ventura,California,"Ventura, California",6111,"63,190","67,422"
Yolo,California,"Yolo, California",6113,"54,398","58,391"
Yuba,California,"Yuba, California",6115,"41,384","46,373"
Adams,Colorado,"Adams, Colorado",8001,"45,026","48,115"
Alamosa,Colorado,"Alamosa, Colorado",8003,"38,403","42,974"
Arapahoe,Colorado,"Arapahoe, Colorado",8005,"63,741","66,691"
Archuleta,Colorado,"Archuleta, Colorado",8007,"43,253","46,287"
Baca,Colorado,"Baca, Colorado",8009,"39,076","53,223"
Bent,Colorado,"Bent, Colorado",8011,"29,253","33,591"
Boulder,Colorado,"Boulder, Colorado",8013,"77,305","79,649"
Broomfield,Colorado,"Broomfield, Colorado",8014,"65,397","67,495"
Chaffee,Colorado,"Chaffee, Colorado",8015,"48,991","51,361"
Cheyenne,Colorado,"Cheyenne, Colorado",8017,"52,633","61,731"
Clear Creek,Colorado,"Clear Creek, Colorado",8019,"62,927","67,132"
Conejos,Colorado,"Conejos, Colorado",8021,"35,296","39,847"
Costilla,Colorado,"Costilla, Colorado",8023,"33,520","38,430"
Crowley,Colorado,"Crowley, Colorado",8025,"20,086","23,751"
Custer,Colorado,"Custer, Colorado",8027,"42,383","45,691"
Delta,Colorado,"Delta, Colorado",8029,"38,293","42,127"
Denver,Colorado,"Denver, Colorado",8031,"83,192","85,411"
Dolores,Colorado,"Dolores, Colorado",8033,"37,942","42,093"
Douglas,Colorado,"Douglas, Colorado",8035,"76,408","78,980"
Eagle,Colorado,"Eagle, Colorado",8037,"85,253","87,872"
Elbert,Colorado,"Elbert, Colorado",8039,"60,702","63,970"
El Paso,Colorado,"El Paso, Colorado",8041,"50,845","54,151"
Fremont,Colorado,"Fremont, Colorado",8043,"35,713","38,952"
Garfield,Colorado,"Garfield, Colorado",8045,"60,376","62,581"
Gilpin,Colorado,"Gilpin, Colorado",8047,"50,517","55,256"
Grand,Colorado,"Grand, Colorado",8049,"53,867","57,476"
Gunnison,Colorado,"Gunnison, Colorado",8051,"47,372","51,025"
Hinsdale,Colorado,"Hinsdale, Colorado",8053,"48,227","49,423"
Huerfano,Colorado,"Huerfano, Colorado",8055,"40,974","46,859"
Jackson,Colorado,"Jackson, Colorado",8057,"53,747","62,008"
Jefferson,Colorado,"Jefferson, Colorado",8059,"66,183","68,829"
Kiowa,Colorado,"Kiowa, Colorado",8061,"53,319","66,839"
Kit Carson,Colorado,"Kit Carson, Colorado",8063,"41,914","47,198"
Lake,Colorado,"Lake, Colorado",8065,"37,102","40,344"
La Plata,Colorado,"La Plata, Colorado",8067,"57,722","61,304"
Larimer,Colorado,"Larimer, Colorado",8069,"55,935","58,725"
Las Animas,Colorado,"Las Animas, Colorado",8071,"38,161","43,118"
Lincoln,Colorado,"Lincoln, Colorado",8073,"29,415","35,695"
Logan,Colorado,"Logan, Colorado",8075,"42,751","46,217"
Mesa,Colorado,"Mesa, Colorado",8077,"45,898","48,435"
Mineral,Colorado,"Mineral, Colorado",8079,"72,101","73,101"
Moffat,Colorado,"Moffat, Colorado",8081,"42,802","47,467"
Montezuma,Colorado,"Montezuma, Colorado",8083,"42,988","46,919"
Montrose,Colorado,"Montrose, Colorado",8085,"41,922","45,262"
Morgan,Colorado,"Morgan, Colorado",8087,"44,991","48,701"
Otero,Colorado,"Otero, Colorado",8089,"37,231","41,333"
Ouray,Colorado,"Ouray, Colorado",8091,"63,263","67,263"
Park,Colorado,"Park, Colorado",8093,"45,623","48,514"
Phillips,Colorado,"Phillips, Colorado",8095,"43,788","49,877"
Pitkin,Colorado,"Pitkin, Colorado",8097,"156,830","155,067"
Prowers,Colorado,"Prowers, Colorado",8099,"39,120","41,990"
Pueblo,Colorado,"Pueblo, Colorado",8101,"39,533","43,196"
Rio Blanco,Colorado,"Rio Blanco, Colorado",8103,"48,829","52,422"
Rio Grande,Colorado,"Rio Grande, Colorado",8105,"48,202","53,641"
Routt,Colorado,"Routt, Colorado",8107,"82,153","85,836"
Saguache,Colorado,"Saguache, Colorado",8109,"34,439","40,032"
San Juan,Colorado,"San Juan, Colorado",8111,"45,631","50,039"
San Miguel,Colorado,"San Miguel, Colorado",8113,"89,728","93,954"
Sedgwick,Colorado,"Sedgwick, Colorado",8115,"44,765","50,896"
Summit,Colorado,"Summit, Colorado",8117,"73,435","77,754"
Teller,Colorado,"Teller, Colorado",8119,"51,337","54,587"
Washington,Colorado,"Washington, Colorado",8121,"41,706","49,287"
Weld,Colorado,"Weld, Colorado",8123,"48,923","52,054"
Yuma,Colorado,"Yuma, Colorado",8125,"44,056","47,285"
Fairfield,Connecticut,"Fairfield, Connecticut",9001,"118,515","120,244"
Hartford,Connecticut,"Hartford, Connecticut",9003,"64,545","67,938"
Litchfield,Connecticut,"Litchfield, Connecticut",9005,"65,086","67,118"
Middlesex,Connecticut,"Middlesex, Connecticut",9007,"68,361","71,291"
New Haven,Connecticut,"New Haven, Connecticut",9009,"56,710","60,092"
New London,Connecticut,"New London, Connecticut",9011,"58,122","61,191"
Tolland,Connecticut,"Tolland, Connecticut",9013,"56,891","59,590"
Windham,Connecticut,"Windham, Connecticut",9015,"47,261","50,747"
Kent,Delaware,"Kent, Delaware",10001,"43,761","46,600"
New Castle,Delaware,"New Castle, Delaware",10003,"57,404","59,955"
Sussex,Delaware,"Sussex, Delaware",10005,"52,935","54,352"
Alachua,Florida,"Alachua, Florida",12001,"46,636","49,556"
Baker,Florida,"Baker, Florida",12003,"33,913","36,552"
Bay,Florida,"Bay, Florida",12005,"46,818","50,696"
Bradford,Florida,"Bradford, Florida",12007,"33,971","36,301"
Brevard,Florida,"Brevard, Florida",12009,"48,539","51,507"
Broward,Florida,"Broward, Florida",12011,"52,864","55,908"
Calhoun,Florida,"Calhoun, Florida",12013,"29,081","32,264"
Charlotte,Florida,"Charlotte, Florida",12015,"43,549","45,606"
Citrus,Florida,"Citrus, Florida",12017,"39,701","41,933"
Clay,Florida,"Clay, Florida",12019,"44,818","47,407"
Collier,Florida,"Collier, Florida",12021,"103,205","103,865"
Columbia,Florida,"Columbia, Florida",12023,"35,600","38,243"
DeSoto,Florida,"DeSoto, Florida",12027,"25,717","27,863"
Dixie,Florida,"Dixie, Florida",12029,"28,519","30,651"
Duval,Florida,"Duval, Florida",12031,"48,096","51,131"
Escambia,Florida,"Escambia, Florida",12033,"44,377","47,381"
Flagler,Florida,"Flagler, Florida",12035,"48,754","50,599"
Franklin,Florida,"Franklin, Florida",12037,"37,169","39,452"
Gadsden,Florida,"Gadsden, Florida",12039,"35,696","38,507"
Gilchrist,Florida,"Gilchrist, Florida",12041,"34,069","37,425"
Glades,Florida,"Glades, Florida",12043,"25,566","28,116"
Gulf,Florida,"Gulf, Florida",12045,"45,559","49,666"
Hamilton,Florida,"Hamilton, Florida",12047,"26,884","29,383"
Hardee,Florida,"Hardee, Florida",12049,"28,389","31,775"
Hendry,Florida,"Hendry, Florida",12051,"31,921","35,546"
Hernando,Florida,"Hernando, Florida",12053,"38,612","41,385"
Highlands,Florida,"Highlands, Florida",12055,"34,433","37,158"
Hillsborough,Florida,"Hillsborough, Florida",12057,"48,586","51,848"
Holmes,Florida,"Holmes, Florida",12059,"32,195","34,661"
Indian River,Florida,"Indian River, Florida",12061,"83,241","84,607"
Jackson,Florida,"Jackson, Florida",12063,"35,371","38,710"
Jefferson,Florida,"Jefferson, Florida",12065,"42,058","44,065"
Lafayette,Florida,"Lafayette, Florida",12067,"27,008","30,032"
Lake,Florida,"Lake, Florida",12069,"44,253","46,563"
Lee,Florida,"Lee, Florida",12071,"52,832","54,707"
Leon,Florida,"Leon, Florida",12073,"46,126","48,850"
Levy,Florida,"Levy, Florida",12075,"37,176","40,598"
Liberty,Florida,"Liberty, Florida",12077,"25,697","28,496"
Madison,Florida,"Madison, Florida",12079,"32,851","35,828"
Manatee,Florida,"Manatee, Florida",12081,"50,108","52,395"
Marion,Florida,"Marion, Florida",12083,"38,754","41,553"
Martin,Florida,"Martin, Florida",12085,"87,423","89,185"
Miami-Dade,Florida,"Miami-Dade, Florida",12086,"54,316","57,213"
Monroe,Florida,"Monroe, Florida",12087,"104,370","106,583"
Nassau,Florida,"Nassau, Florida",12089,"62,700","64,746"
Okaloosa,Florida,"Okaloosa, Florida",12091,"51,341","54,630"
Okeechobee,Florida,"Okeechobee, Florida",12093,"32,236","34,998"
Orange,Florida,"Orange, Florida",12095,"46,645","49,390"
Osceola,Florida,"Osceola, Florida",12097,"36,258","39,210"
Palm Beach,Florida,"Palm Beach, Florida",12099,"85,213","87,478"
Pasco,Florida,"Pasco, Florida",12101,"42,495","45,461"
Pinellas,Florida,"Pinellas, Florida",12103,"56,002","59,178"
Polk,Florida,"Polk, Florida",12105,"37,183","39,760"
Putnam,Florida,"Putnam, Florida",12107,"33,747","36,354"
St. Johns,Florida,"St. Johns, Florida",12109,"71,577","73,944"
St. Lucie,Florida,"St. Lucie, Florida",12111,"41,457","43,970"
Santa Rosa,Florida,"Santa Rosa, Florida",12113,"46,784","49,472"
Sarasota,Florida,"Sarasota, Florida",12115,"69,004","70,884"
Seminole,Florida,"Seminole, Florida",12117,"51,620","53,403"
Sumter,Florida,"Sumter, Florida",12119,"53,411","54,533"
Suwannee,Florida,"Suwannee, Florida",12121,"33,363","35,987"
Taylor,Florida,"Taylor, Florida",12123,"30,654","33,227"
Union,Florida,"Union, Florida",12125,"22,495","24,593"
Volusia,Florida,"Volusia, Florida",12127,"44,427","46,475"
Wakulla,Florida,"Wakulla, Florida",12129,"37,560","39,938"
Walton,Florida,"Walton, Florida",12131,"66,036","69,862"
Washington,Florida,"Washington, Florida",12133,"30,537","32,862"
Appling,Georgia,"Appling, Georgia",13001,"35,558","39,199"
Atkinson,Georgia,"Atkinson, Georgia",13003,"30,251","31,938"
Bacon,Georgia,"Bacon, Georgia",13005,"32,784","38,281"
Baker,Georgia,"Baker, Georgia",13007,"39,932","43,156"
Baldwin,Georgia,"Baldwin, Georgia",13009,"33,865","36,399"
Banks,Georgia,"Banks, Georgia",13011,"35,990","37,333"
Barrow,Georgia,"Barrow, Georgia",13013,"37,318","40,435"
Bartow,Georgia,"Bartow, Georgia",13015,"39,755","42,734"
Ben Hill,Georgia,"Ben Hill, Georgia",13017,"32,539","36,234"
Berrien,Georgia,"Berrien, Georgia",13019,"32,573","35,260"
Bibb,Georgia,"Bibb, Georgia",13021,"41,517","44,830"
Bleckley,Georgia,"Bleckley, Georgia",13023,"34,464","36,712"
Brantley,Georgia,"Brantley, Georgia",13025,"27,472","30,007"
Brooks,Georgia,"Brooks, Georgia",13027,"36,742","40,221"
Bryan,Georgia,"Bryan, Georgia",13029,"53,404","56,648"
Bulloch,Georgia,"Bulloch, Georgia",13031,"32,718","35,376"
Burke,Georgia,"Burke, Georgia",13033,"38,419","41,973"
Butts,Georgia,"Butts, Georgia",13035,"34,761","37,403"
Calhoun,Georgia,"Calhoun, Georgia",13037,"25,701","28,426"
Camden,Georgia,"Camden, Georgia",13039,"36,807","39,262"
Candler,Georgia,"Candler, Georgia",13043,"33,649","36,613"
Carroll,Georgia,"Carroll, Georgia",13045,"39,725","42,058"
Catoosa,Georgia,"Catoosa, Georgia",13047,"36,030","38,815"
Charlton,Georgia,"Charlton, Georgia",13049,"24,884","27,192"
Chatham,Georgia,"Chatham, Georgia",13051,"48,545","51,805"
Chattahoochee,Georgia,"Chattahoochee, Georgia",13053,"30,433","33,166"
Chattooga,Georgia,"Chattooga, Georgia",13055,"31,069","33,855"
Cherokee,Georgia,"Cherokee, Georgia",13057,"53,774","56,278"
Clarke,Georgia,"Clarke, Georgia",13059,"34,935","37,588"
Clay,Georgia,"Clay, Georgia",13061,"34,175","38,731"
Clayton,Georgia,"Clayton, Georgia",13063,"28,329","32,702"
Clinch,Georgia,"Clinch, Georgia",13065,"38,551","44,238"
Cobb,Georgia,"Cobb, Georgia",13067,"60,383","63,214"
Coffee,Georgia,"Coffee, Georgia",13069,"32,880","35,507"
Colquitt,Georgia,"Colquitt, Georgia",13071,"33,793","37,418"
Columbia,Georgia,"Columbia, Georgia",13073,"51,534","54,420"
Cook,Georgia,"Cook, Georgia",13075,"33,589","36,301"
Coweta,Georgia,"Coweta, Georgia",13077,"49,042","52,106"
Crawford,Georgia,"Crawford, Georgia",13079,"34,633","37,563"
Crisp,Georgia,"Crisp, Georgia",13081,"34,299","37,250"
Dade,Georgia,"Dade, Georgia",13083,"34,992","37,327"
Dawson,Georgia,"Dawson, Georgia",13085,"46,101","48,170"
Decatur,Georgia,"Decatur, Georgia",13087,"37,197","40,879"
DeKalb,Georgia,"DeKalb, Georgia",13089,"52,950","56,428"
Dodge,Georgia,"Dodge, Georgia",13091,"31,116","33,419"
Dooly,Georgia,"Dooly, Georgia",13093,"32,995","34,582"
Dougherty,Georgia,"Dougherty, Georgia",13095,"35,951","40,161"
Douglas,Georgia,"Douglas, Georgia",13097,"36,772","40,264"
Early,Georgia,"Early, Georgia",13099,"39,225","42,889"
Effingham,Georgia,"Effingham, Georgia",13103,"41,988","45,069"
Elbert,Georgia,"Elbert, Georgia",13105,"35,899","38,414"
Emanuel,Georgia,"Emanuel, Georgia",13107,"33,463","37,678"
Evans,Georgia,"Evans, Georgia",13109,"34,065","37,408"
Fannin,Georgia,"Fannin, Georgia",13111,"38,128","39,796"
Fayette,Georgia,"Fayette, Georgia",13113,"68,696","71,384"
Floyd,Georgia,"Floyd, Georgia",13115,"38,630","41,238"
Forsyth,Georgia,"Forsyth, Georgia",13117,"64,919","67,859"
Franklin,Georgia,"Franklin, Georgia",13119,"34,783","35,134"
Fulton,Georgia,"Fulton, Georgia",13121,"92,961","95,683"
